key,atom,cluster0,cluster1,cluster2,cluster3
1D-019,4,3.0873832332307575e-31,1.3227398752251271e-33,0.9999998750879049,1.249120953078259e-07
1D-019,5,6.257921247809469e-39,6.26583101274841e-40,0.9999999528754431,4.712455706644825e-08
1D-019,6,2.8049961539447962e-31,1.2004382300787373e-33,0.9999998775628987,1.2243710127823007e-07
1D-019,7,1.4155869149972799e-30,6.700741538447914e-33,0.9999998156210365,1.843789634513481e-07
1D-020,0,6.415205257204045e-39,6.386201028020358e-40,0.9999999528165604,4.718343957485797e-08
1D-020,1,2.419331921530053e-31,1.0334197458133886e-33,0.9999998813492049,1.1865079496146105e-07
1D-020,2,1.74615216291165e-31,7.76772288623061e-34,0.999999883400808,1.165991921181036e-07
1D-020,3,3.172098298633009e-30,1.456802187630279e-32,0.999999796497049,2.035029510782726e-07
1D-020,4,6.415205257204319e-39,6.38620102802063e-40,0.9999999528165604,4.7183439574858475e-08
1D-020,5,2.191874483799278e-31,9.340856509358673e-34,0.9999998839802294,1.1601977064350782e-07
1D-020,6,1.7392925111751185e-31,7.738922236327008e-34,0.9999998834630724,1.1653692742510116e-07
1D-020,7,3.368524842192773e-30,1.550464396880728e-32,0.999999794056852,2.0594314806357767e-07
1D-021,0,2.474101158594331e-35,1.0146417047460241e-37,0.9999999931932733,6.806726831287609e-09
1D-021,1,2.6298328392764295e-33,1.697293228380192e-35,0.999999929961586,7.003841410018575e-08
1D-021,2,1.0611053137106031e-32,4.062755541288878e-35,0.9999999493901246,5.0609875251114337e-08
1D-021,3,5.750142574678867e-32,1.2286760144691252e-34,0.9999999636408068,3.635919322855427e-08
1D-021,4,2.0836689580208848e-32,4.3980299956252034e-35,0.9999999727675218,2.7232477817088515e-08
1D-021,5,2.4787299750318644e-33,1.5953875122645985e-35,0.9999999313107858,6.868921421415908e-08
1D-021,6,4.174753288646898e-34,1.6988080756988907e-36,0.9999999792096379,2.0790362388570305e-08
1D-021,7,2.4659227517822746e-34,8.814312542245369e-37,0.9999999859683709,1.4031628923696716e-08
1D-022,0,1.0492133414944592e-35,1.944034141898263e-37,0.9999999415358286,5.846417110893057e-08
1D-022,1,8.249187810084347e-33,4.445574739396519e-35,0.9999999257457698,7.425423020682226e-08
1D-022,2,8.05246781884092e-33,4.3605055828399364e-35,0.9999999257318418,7.426815841043011e-08
1D-022,3,1.0099783700046179e-35,1.8914981132397945e-37,0.9999999413557122,5.86442879083717e-08
1D-022,4,1.0512911610639281e-35,1.9476578692064552e-37,0.9999999415062718,5.849372804831971e-08
1D-022,5,8.267781126690974e-33,4.455385575300529e-35,0.9999999257083744,7.429162547482637e-08
1D-022,6,8.053777200837442e-33,4.361206098826594e-35,0.9999999257289997,7.42710005535245e-08
1D-022,7,1.0099155231658033e-35,1.8913864113392e-37,0.9999999413566883,5.864331170427562e-08
1D-023,0,3.095627447914068e-39,4.09901108429805e-40,0.9999999440847744,5.591522583673224e-08
1D-023,1,2.979118549926671e-30,1.3654235475469132e-32,0.9999997989582552,2.0104174489275002e-07
1D-023,2,3.7028208619803255e-31,1.584688307300642e-33,0.9999998707901486,1.2920985126637147e-07
1D-023,3,6.417099095033507e-31,2.7898171826114697e-33,0.9999998541732387,1.458267610951178e-07
1D-023,4,3.0956274479143324e-39,4.099011084298341e-40,0.9999999440847744,5.591522583673085e-08
1D-023,5,2.890748625930588e-30,1.323000761664786e-32,0.9999998002382364,1.997617634719519e-07
1D-023,6,4.141002188309587e-31,1.7769017438627577e-33,0.9999998675998117,1.3240018849099685e-07
1D-023,7,6.006646664786817e-31,2.6065775604749007e-33,0.9999998562306628,1.4376933723477178e-07
1D-024,0,4.750282917199641e-38,2.4704689368544593e-39,0.9999999626377549,3.7362245190664836e-08
1D-024,1,7.475881978872494e-36,1.5538599564145314e-37,0.9999999381112571,6.188874316338667e-08
1D-024,2,2.1057751060347913e-34,1.3732677101854535e-36,0.9999999664038667,3.359613362548021e-08
1D-024,3,4.288945876174609e-38,2.2823116960195507e-39,0.999999962851102,3.714889788058454e-08
1D-024,4,4.756522927944356e-38,2.473482399510012e-39,0.9999999626217988,3.7378201191801e-08
1D-024,5,7.471661424382222e-36,1.5530183468539132e-37,0.9999999381212011,6.187879915511108e-08
1D-024,6,2.1076606734583525e-34,1.3744603668994888e-36,0.9999999663952718,3.360472840500023e-08
1D-024,7,4.293121206063285e-38,2.284373507174677e-39,0.9999999628393204,3.7160679652042275e-08
1D-025,0,2.3491682204656432e-31,7.118848540090537e-35,0.9999999966466255,3.3533746760205343e-09
1D-025,1,0.9999999955741719,4.425828247932835e-09,8.655822506807428e-24,7.078771328660266e-27
1D-025,2,0.9999999953164993,4.6835008387306275e-09,8.464568971793506e-24,7.196754256662608e-27
1D-025,3,2.6988141380106913e-31,8.373346794981016e-35,0.9999999963390356,3.660964608474266e-09
1D-025,4,2.481187198137489e-31,8.047723673749498e-35,0.9999999961876322,3.8123677510051116e-09
1D-025,5,0.9999999955744867,4.425513191608976e-09,8.519406615990958e-24,7.000056638497717e-27
1D-025,6,0.9999999953392926,4.660707619143544e-09,8.568909147504313e-24,7.238748700119334e-27
1D-025,7,2.659641069444773e-31,7.444212193925771e-35,0.9999999969135684,3.0864316636694977e-09
1D-026,0,0.9999982382206717,1.7617793283455346e-06,4.6479406888448486e-29,3.304710991765461e-29
1D-026,1,0.9999994508517662,5.491482342363701e-07,8.534658706024378e-30,7.713750222757765e-30
1D-026,2,2.136512967228432e-28,1.403460005765822e-32,0.999999996997051,3.0029492742752202e-09
1D-026,3,0.9999960299239072,3.9700760923757984e-06,6.187897275324774e-32,8.769026033158216e-31
1D-026,4,0.9999924391698566,7.560830143152735e-06,2.8924408841848054e-28,1.31464405049397e-28
1D-026,5,0.9999931725844038,6.82741559632152e-06,1.3363635612296814e-31,1.7064138435978356e-30
1D-026,6,0.9999587815463473,4.121845365239479e-05,6.703568240197196e-30,2.3848427295265503e-29
1D-026,7,7.617468843902597e-34,1.0300422556261892e-35,0.9999998656141128,1.3438588732786042e-07
1D-027,0,7.807465992234092e-22,2.3848006829879638e-27,0.9999999982251371,1.7748628346760216e-09
1D-027,1,0.9989502357906331,0.0010497642093670392,5.3099204457790997e-39,8.650615415487226e-34
1D-027,2,0.9999925442692298,7.455730770105676e-06,1.8173424573385952e-26,1.1988335785107962e-27
1D-027,3,0.999999829145349,1.7085465121827267e-07,2.3921838902186013e-29,8.653454279572068e-30
1D-027,4,1.1127721526275425e-14,0.9999999999999889,4.623612047400031e-78,1.9821903567432544e-50
1D-027,5,3.9213351955469237e-13,0.9999999999996079,2.0565292325603604e-79,2.1089643495326104e-51
1D-027,6,0.9999999255198412,7.448015858347998e-08,2.531396170959644e-27,1.2015322251562923e-28
1D-027,7,2.9204368107053776e-32,3.3153733925730787e-35,0.9999999874865085,1.2513491192342991e-08
1D-028,0,5.679051564778336e-40,2.694798655288888e-40,0.9999997633081557,2.3669184422326428e-07
1D-028,1,0.9999664025316801,3.3597468319746403e-05,1.6711670951322105e-31,3.2155008760228266e-30
1D-028,2,0.9999953613940543,4.63860594575955e-06,2.2130101645826093e-31,1.9863758356997717e-30
1D-028,3,0.9999949209917914,5.0790082089219735e-06,1.7173036007362467e-31,1.7706080888159854e-30
1D-028,4,5.679051564778336e-40,2.694798655288888e-40,0.9999997633081557,2.3669184422326428e-07
1D-028,5,0.9999665995778717,3.3400422128624846e-05,1.7263384885436295e-31,3.267434948151867e-30
1D-028,6,0.9999953241560312,4.675843968729078e-06,2.2012380370911623e-31,1.986110433958569e-30
1D-028,7,0.9999948410353231,5.158964676352815e-06,1.6191929039437508e-31,1.7205553877418892e-30
1D-029,0,3.813565408089475e-32,2.733121510516079e-35,0.9999999931566039,6.843396538361174e-09
1D-029,1,6.84536565809801e-05,0.999931546343419,4.120798912769354e-52,4.345760991877842e-39
1D-029,2,1.4839629692610168e-10,1.6929085274620093e-18,0.9999999995017945,3.4980938171693437e-10
1D-029,3,0.9999977158177684,2.2841822317951417e-06,1.5605087496175008e-29,1.889171731322408e-29
